ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0060070	canonical Wnt signaling pathway	114/5381	316/18870	0.00197772541499896	0.0246553839629693	0.0197157831984252	CCDC88C/STK4/NOTCH1/LRRK1/CSNK1A1/AMER1/TCF7L1/BCL9L/FZD5/UBE2B/TBL1XR1/NRARP/EGR1/TLE3/RPS12/CDH2/JADE1/ZBED3/SOX13/JUP/PFDN5/LRP5/FRMD8/TCF7L2/NID1/UBR5/IFT20/DAB2/GSKIP/GSK3B/DVL3/PTPRO/TGFB1/TLE2/TNN/SMAD3/DDIT3/RYK/CBY1/SDHAF2/LATS1/HHEX/LRP6/GID8/CSNK1E/EDA/USP34/APC/COL1A1/SNAI2/SEMA5A/DAAM2/RBX1/HDAC1/DKK3/CSNK1G1/CHD8/PRDM15/ZEB2/FZD9/XIAP/TMEM131L/SOX4/CTNND1/IGFBP2/DDX3X/CCAR2/TLE1/KANK1/ZNRF3/GPC5/FAM53B/GNAQ/LATS2/TNKS2/TMEM9/APOE/WNT4/AXIN2/KREMEN1/INVS/FERMT1/IGFBP4/SHH/CTNNB1/ZNF703/MCC/WNK1/YAP1/LGR5/CYLD/FGF2/TLE4/MAPK14/EXT1/MLLT3/RNF14/GATA3/TBX18/FZD4/RNF220/TNKS/FZD8/TBL1X/ILK/PYGO1/FZD1/WLS/IGFBP6/NPHP3/WNT3/DVL1/WNT11/TMEM198	114
GO:0071375	cellular response to peptide hormone stimulus	112/5381	310/18870	0.00203473144642738	0.02531621660162	0.0202442208432678	CRHBP/SELENOS/RELA/ZNF592/PRKAR1A/SP1/TSC2/ROCK2/MTCL2/IGF1R/EEF2K/CYFIP1/SORBS1/PRKACA/CPS1/TNS2/PCK2/NONO/PRKDC/GKAP1/PTPN2/OGT/PRKCI/GSK3B/HMGCS2/NCOA5/PRKAA1/NDEL1/ZDHHC7/CFLAR/TRIB3/GPLD1/RAB8A/IRS1/GAB1/JAK1/PTPN1/PIP4K2A/SLC30A10/ASS1/GPT2/HDAC9/NCOA2/C2CD5/ITGB3/GLP2R/SH2B2/CTSD/GRB14/ENPP1/PRKCB/RAB31/LYN/DDR2/SOCS1/AHCYL1/CCNA2/APPL1/INSIG2/LONP1/SOS1/SLC22A12/FGF21/XBP1/INSIG1/MAX/BCAR3/SOCS2/NR4A1/GJB2/PARP1/SLC25A33/KANK1/GRB10/MDM2/SHC1/PRKCA/IGF2/SRD5A1/SLC27A1/SORL1/UCP2/GPER1/SIK2/SESN3/HSF1/HDAC5/RANGAP1/DENND4C/PTPRE/NR1H4/STAT1/RAB13/APPL2/PTK2/FER/LEPROTL1/EPRS1/SPINK1/NR4A3/ZFP36L1/PRKD1/FOS/WDTC1/NCL/JAK2/CPEB2/ADIPOR1/SLC39A14/PIK3C2A/INHBA/AP3S1	112
GO:0033623	regulation of integrin activation	11/5381	17/18870	0.00205650979421187	0.0254870382128058	0.0203808190749888	RAP1B/P2RY12/RASIP1/PIEZO1/SKAP1/PLEK/PTGER4/FERMT1/FERMT2/SELP/FARP2	11
GO:0071025	RNA surveillance	11/5381	17/18870	0.00205650979421187	0.0254870382128058	0.0203808190749888	ZC3H4/XRN1/PELO/EXOSC8/TRNT1/ZCCHC7/EXOSC9/EXOSC3/EXOSC6/SUPV3L1/WDR82	11
GO:0140056	organelle localization by membrane tethering	36/5381	82/18870	0.00206468262597338	0.025538349746659	0.0204218505624135	RAB3D/EXOC6B/RAB8B/STX1B/STX11/STX3/VAMP8/PPFIA3/CALM1/RAB8A/YKT6/VAMP3/CEP290/PACS2/AHCYL1/ESYT2/VMP1/TSNARE1/STX16/CTBP2/VTI1B/EXOC8/PLEK/EXOC6/STXBP3/STX8/SNAP25/RAB13/CFTR/EXOC1/RAB3B/ESYT3/EXOC3/STX5/PSEN2/RABEPK	36
GO:0002366	leukocyte activation involved in immune response	109/5381	301/18870	0.00212171695855757	0.0261819462413223	0.0209365052510245	CR1/ZFPM1/DOCK2/DYSF/FCGR3A/NMI/CD180/IRF8/DNASE1L3/FCER1G/SPI1/CD244/PIK3CD/FOXF1/FGL2/TLR4/VAMP8/ABL1/CBL/TGFB1/CD84/NCKAP1L/LILRA2/ANXA1/JAK1/TP53/PTGDS/SBNO2/CD300A/TSC1/RPS6/PTPRC/HMCES/LILRB1/LYN/F2RL1/SUCNR1/GAB2/ATP7A/RAC2/RNF8/SUPT6H/PTGDR/LOXL3/DOCK10/XBP1/PARP3/TREM2/PIK3CG/RORA/RABGEF1/CD86/AP1G1/EXOSC3/PMS2/EXOSC6/STXBP3/IFI35/LAT2/PTK2B/PTGER4/RARA/PYCARD/CD46/NFKBIZ/LGALS3/TBX21/RNF168/NLRP3/DOCK11/PTAFR/SHLD1/MFNG/RELB/PHF14/SH2D1B/ADGRE2/ICAM1/HAVCR2/KARS1/MLH1/S100A13/CLEC4E/SLC18A2/FER/NR4A3/GATA3/EXO1/PTPN6/PGLYRP1/LGALS1/EIF2AK4/RC3H1/DLL1/SYK/RASGRP1/IL33/RORC/PGLYRP2/STAT4/TMEM98/RIF1/NOTCH2/ITGAL/HSPD1/PLCG2/ITGAM/TP53BP1/LAT	109
GO:0002764	immune response-regulating signaling pathway	172/5381	500/18870	0.0021296487898715	0.0261819462413223	0.0209365052510245	PTPRS/CR1/VAV1/SEC14L1/LRCH4/LCP2/SCIMP/CSNK1A1/FYB2/RELA/INPP5D/CRKL/CREBBP/CD38/FCGR3A/S100A14/CMKLR1/RNF31/NMI/UNC93B1/TRIM3/BTN2A2/NAIP/LSM14A/UBE2N/THEMIS2/THY1/PTPRJ/NFAM1/FCER1G/TMEM126A/BLK/BAX/EP300/PIK3CD/RPS3/LILRB2/FCN2/C3AR1/CD24/LIPA/TLR4/PTPN2/MAP3K1/TLR8/CD36/ABL1/SLC39A10/LAPTM5/NCKAP1L/BIRC3/GPLD1/PPP2CA/LILRA2/MEFV/IRAK3/GPATCH3/HCK/CD200R1/PRKCH/RAB29/CD300A/SKAP1/VAV3/PTPRC/ITCH/RTN4/SH2B2/PRKCB/TSPAN6/LILRB1/LYN/FPR2/F2RL1/PLSCR1/SLC15A2/TRIM31/TLR1/BRCC3/TARBP2/APPL1/DGKZ/FPR1/KHDRBS1/CD33/PIGR/SOS1/XIAP/PDE4B/ZAP70/DDX3X/PJA2/FCHO1/TREM2/PDE4D/CYBA/BAG6/RABGEF1/BMX/CD79B/IFI35/STMP1/OAS1/LAT2/CACTIN/AIM2/GBP1/IKBKB/LIME1/PELI1/C1QBP/PYCARD/NFKBIZ/EIF2B5/LGALS3/NLRP3/EIF2B4/TLR6/WNK1/MAVS/HAVCR2/CARD11/KLHL6/CYLD/RNF135/GRAMD4/NR1H4/PLCG1/NLRC4/APPL2/TRAF6/NOP53/PTK2/NAGLU/CLEC4E/FER/CD226/DUSP22/NR4A3/GATA3/CMTM3/EPG5/PRKD1/PTPN6/RC3H1/MYO1G/FCRL3/COLEC11/TLR7/PAWR/SYK/CD276/BTN3A2/RAB7B/OASL/TIRAP/C5AR2/FCGR1A/TNFRSF21/IRF3/CD247/BTN3A3/EIF2B1/MEF2C/TBK1/CLEC7A/FBXL2/SH2D1A/HSPD1/PLCG2/ELF1/LAT	172
GO:0071549	cellular response to dexamethasone stimulus	14/5381	24/18870	0.00213738610559981	0.0261819462413223	0.0209365052510245	IGF1R/PCK2/CFLAR/ASS1/FECH/TFAP4/GJB2/AQP1/ATP5F1A/SRD5A1/AXIN2/JAK2/NR3C1/SERPINF1	14
GO:1903241	U2-type prespliceosome assembly	14/5381	24/18870	0.00213738610559981	0.0261819462413223	0.0209365052510245	RBMX2/SF3B6/SNRPD2/SNRPF/SNRPB2/PHF5A/SNRPE/SF3A1/HTATSF1/SF3B5/SNRPD1/SNRPB/DDX46/SNRPA1	14
GO:2000114	regulation of establishment of cell polarity	14/5381	24/18870	0.00213738610559981	0.0261819462413223	0.0209365052510245	CDH5/ROCK2/RAP1B/WDPCP/ABL1/DOCK8/ARFGEF1/KANK1/PTK2B/GSN/RIPOR2/GATA3/PLEKHG3/RACK1	14
GO:0007041	lysosomal transport	54/5381	134/18870	0.00216365415584774	0.0264525516775748	0.0211528960450792	ATP13A2/CHMP5/SNX27/DENND3/LYSET/TSG101/GAK/EHD3/GGA3/LRP1/LIPA/LYST/LAPTM5/BECN1/TGFBRAP1/VPS39/RAB7A/CHMP4B/ZFYVE16/TPCN2/CHMP4A/IGF2R/PIK3C3/HGS/TRAK1/VPS53/ARSB/AP1G1/CCDC91/PLEKHF1/PSAP/ALS2/VIPAS39/SORL1/AKTIP/CLEC16A/MGRN1/HMGXB4/EPG5/PINK1/SNAPIN/NPC1/HGSNAT/CHMP2B/ARL8B/RAB7B/MTM1/PCDHGA3/VPS4A/PLEKHM1/GPRASP1/M6PR/LAMP2/CHMP2A	54
GO:1904375	regulation of protein localization to cell periphery	55/5381	137/18870	0.0021885809548065	0.026705747951425	0.0213553655279872	EPB41L2/SPTBN1/WNK3/PGRMC1/PPP2R5A/SORBS1/LRP1/HECTD1/STX3/DAB2/VAMP8/OGT/PRKCI/CNPY4/TGFB1/ZDHHC7/NUMA1/CPLX1/PRKCH/ABI3/TMEM59/ACTB/ZDHHC8/CIB1/SAPCD2/GPC6/ABCA2/TMED2/EPHA2/APPL1/NHLRC1/MMP14/VTI1B/ZDHHC2/TMBIM1/TREM2/PLK1/RANGRF/ARF6/ITGB1/SQSTM1/CDK5/GBP1/PPFIA1/STX8/AKAP5/LGALS3/GPER1/WNK1/MRAP/EPB41/PKDCC/IQSEC2/VPS4A/RACK1	55
GO:0043620	regulation of DNA-templated transcription in response to stress	20/5381	39/18870	0.00223469483537512	0.0272160046008281	0.0217633944392504	CITED2/HMOX1/RELA/EPAS1/ARNT/EGR1/CEBPB/SIN3A/NCK2/HIF1A/DDIT3/TP53/KLF2/ATF3/ATF4/MAPK7/JUN/ATF6/HSPA5/BCLAF1	20
GO:0006470	protein dephosphorylation	77/5381	203/18870	0.00224860748488498	0.0273328813853678	0.0218568554597064	PTPRS/PDXP/CDH5/SSH2/MTMR4/DUSP10/DUSP7/PTPRN2/PPP6R2/ROCK2/PPP2R5A/DLC1/SSH1/TNS2/PTPRJ/PTPRB/PTPRT/PPP1R7/LILRB2/PTPA/PTPN2/ENSA/GSK3B/PTBP1/BOD1/PPP6R1/PTPRO/PTPN18/TGFB1/NCKAP1L/UBASH3B/CALM1/PPP2CA/SDHAF2/PTPN1/ARPP19/YWHAE/CD300A/PTPRK/TSC1/PTPRC/PPP2CB/SBF1/PPP4R4/PPP1R8/PPP1R16B/TIPRL/PTPRF/CTDP1/FAM220A/DUSP11/CALM2/CD33/PPP1R15B/PTPRM/PGAM5/HSP90AB1/STYXL1/PTPN14/DUSP12/PTPRG/IKBKB/PTPN7/LGALS3/PDP2/PPP1R15A/PTPRE/MTMR3/PPM1F/DUSP22/PINK1/PTPN6/FCRL3/PPM1G/MTM1/PDGFRB/HSP90B1	77
GO:1903076	regulation of protein localization to plasma membrane	45/5381	108/18870	0.00225953583296107	0.0274131042723035	0.0219210060342321	SPTBN1/WNK3/PGRMC1/PPP2R5A/SORBS1/LRP1/HECTD1/STX3/DAB2/VAMP8/PRKCI/CNPY4/TGFB1/ZDHHC7/PRKCH/ABI3/TMEM59/ACTB/ZDHHC8/CIB1/TMED2/EPHA2/APPL1/NHLRC1/MMP14/VTI1B/ZDHHC2/TMBIM1/TREM2/RANGRF/ARF6/ITGB1/SQSTM1/CDK5/GBP1/PPFIA1/STX8/AKAP5/LGALS3/GPER1/WNK1/MRAP/PKDCC/VPS4A/RACK1	45
GO:0010821	regulation of mitochondrion organization	60/5381	152/18870	0.0022769772264806	0.027571886759659	0.0220479771291097	ATP13A2/KDR/PDE2A/TRIAP1/FZD5/TSC2/VPS13C/PDCD5/BAX/EP300/HIF1A/CTTN/GSK3B/BBC3/HUWE1/PARK7/PARL/SPIRE1/TP53/HAX1/MFF/SSBP1/MTCH2/OMA1/MMP9/FZD9/MCU/IGF1/VPS13D/TMEM135/PPARGC1A/GPX1/PGAM5/TREM2/SQSTM1/PLD6/BAK1/PYCARD/BCL2L2/TMEM102/FLCN/GPER1/ATP5IF1/STAT2/FBXO7/PSMD10/CHCHD10/VDAC1/MOAP1/PINK1/MIEF1/GHITM/ADCY10/HTRA2/RNF41/GOLPH3/FXN/BMF/INF2/NOL3	60
GO:0002696	positive regulation of leukocyte activation	134/5381	380/18870	0.00229170059264119	0.027697213460299	0.0221481951611024	VCAM1/CR1/VAV1/AXL/CD209/SELENOK/SMARCC2/DUSP10/INPP5D/NKAP/CD38/ITPKB/FCGR3A/PLPP6/EBI3/BTN2A2/THY1/SOX13/ADAM8/SPI1/PRLR/RPS3/PRKDC/LILRB2/CD24/NCK2/TLR4/VAMP8/ABL1/SLC39A10/SIRPB1/BRD7/TGFB1/CDKN1A/NCKAP1L/ANXA1/TGFBR2/PDCD1LG2/TNFSF14/VAV3/MIF/SMARCA2/CBFB/ZMIZ1/PTPRC/ZNF335/HMCES/EFNB2/ACTB/EFNB1/CCL2/B2M/LILRB1/SMARCE1/LYN/SOCS1/F2RL1/GAB2/CD4/DOCK8/CD55/MMP14/IGF1/PPP2R3C/SOX4/XBP1/SASH3/CTSC/IGFBP2/ZAP70/VNN1/FCHO1/TREM2/ZP3/SMARCB1/CD86/AP1G1/EXOSC3/PMS2/EXOSC6/GPAM/IGF2/CD274/RARA/PELI1/PYCARD/CD46/NFKBIZ/TBX21/CEBPA/SHH/NLRP3/PTAFR/SHLD1/RUNX1/TLR6/HLA-DQA1/HLA-DRB5/ACTL6A/IL2RA/HAVCR2/CARD11/KARS1/MLH1/IL6ST/TRAF6/CD226/KAT5/NR4A3/GATA3/RAG1/PTPN6/TNFSF11/IL7/LGALS1/FCRL3/JAK2/SYK/CD276/SH3KBP1/RASGRP1/TIRAP/IL33/MEF2C/AGER/SLC7A1/CLEC7A/RIF1/CCDC88B/IL15/FADD/HSPD1/ITGAM/TP53BP1	134
GO:0030970	retrograde protein transport, ER to cytosol	16/5381	29/18870	0.00231000751116778	0.0277569856325191	0.0221959922341701	SELENOS/SEC61B/ERLEC1/DERL1/BCAP31/DERL2/DERL3/HM13/TMEM129/EDEM1/SVIP/SEL1L/UBE2J1/EDEM2/HSP90B1/AUP1	16
GO:1903513	endoplasmic reticulum to cytosol transport	16/5381	29/18870	0.00231000751116778	0.0277569856325191	0.0221959922341701	SELENOS/SEC61B/ERLEC1/DERL1/BCAP31/DERL2/DERL3/HM13/TMEM129/EDEM1/SVIP/SEL1L/UBE2J1/EDEM2/HSP90B1/AUP1	16
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	46/5381	111/18870	0.00231417786419865	0.0277569856325191	0.0221959922341701	RPS27L/HSPE1/CYCS/PDCD6/ROBO1/DAPK1/PDCD5/DLC1/CASP2/BAX/RPS3/HIP1/BBC3/EGLN3/LAPTM5/PDCD2/SMAD3/BCAP31/ACER2/CTSD/CASP8AP2/DDX3X/ST20/F2R/CASP8/ANP32B/PYCARD/GPER1/GSN/NLRP3/NLRP12/MYC/GRAMD4/FAS/PPM1F/NLRC4/CARD9/JAK2/BCL2L13/SYK/ATP2A3/HTRA2/ACVR1C/CLEC7A/HSPD1/RACK1	46
GO:0060840	artery development	46/5381	111/18870	0.00231417786419865	0.0277569856325191	0.0221959922341701	CITED2/ACVRL1/NOTCH1/PDE2A/ENG/SMAD6/DLL4/ROBO1/PLXND1/NPRL3/SUFU/LRP1/ADGRF5/FOXF1/HECTD1/COL3A1/TAB1/MYLK/SLC2A10/DDIT3/TGFBR2/NRP1/NF1/PKD2/CNTRL/DCTN5/ZMIZ1/EFNB2/PROX1/SNX17/AKT3/NDST1/SOX4/BMPR2/LDLR/MYOCD/APOE/SHH/NAGLU/GAA/FKBP10/HPGD/LOXL1/PDGFRB/WNT11/APLNR	46
GO:0090162	establishment of epithelial cell polarity	18/5381	34/18870	0.0023229789632615	0.0278098785904255	0.0222382883141002	SIPA1L3/MYO18A/FRMD4A/PKD1/FOXF1/IFT20/SH3BP1/CYTH1/FAT1/FRMD4B/MYO9A/ARF6/CYTH3/FERMT1/SHH/SYNE4/GOLPH3/LAMA1	18
GO:0050867	positive regulation of cell activation	139/5381	396/18870	0.00234379109925003	0.0280060925123593	0.0223951916156741	VCAM1/CR1/VAV1/AXL/CD209/SELENOK/SMARCC2/DUSP10/INPP5D/NKAP/CD38/ITPKB/FCGR3A/PLPP6/EBI3/BTN2A2/THY1/SOX13/ADAM8/SPI1/PRLR/RPS3/PRKDC/LILRB2/CD24/NCK2/TLR4/VAMP8/ABL1/SLC39A10/SIRPB1/BRD7/TGFB1/CDKN1A/NCKAP1L/LILRA2/ANXA1/TGFBR2/PDCD1LG2/TNFSF14/VAV3/MIF/SMARCA2/CBFB/ZMIZ1/PTPRC/ZNF335/HMCES/EFNB2/ACTB/EFNB1/CCL2/B2M/LILRB1/SMARCE1/LYN/DDR2/SOCS1/F2RL1/GAB2/CD4/DOCK8/CD55/MMP14/IGF1/PPP2R3C/SOX4/XBP1/SASH3/CTSC/IGFBP2/ZAP70/PLEK/VNN1/FCHO1/TREM2/ZP3/SMARCB1/CD86/AP1G1/EXOSC3/PMS2/EXOSC6/GPAM/IGF2/CD274/RARA/PELI1/PYCARD/CD46/NFKBIZ/TBX21/CEBPA/SHH/NLRP3/PTAFR/SHLD1/RUNX1/ACTA2/TLR6/HLA-DQA1/HLA-DRB5/ACTL6A/IL2RA/HAVCR2/CARD11/KARS1/MLH1/IL6ST/TRAF6/SELP/CD226/KAT5/NR4A3/GATA3/RAG1/PTPN6/TNFSF11/IL7/LGALS1/FCRL3/JAK2/SYK/CD276/SH3KBP1/RASGRP1/TIRAP/IL33/MEF2C/AGER/SLC7A1/CLEC7A/RIF1/CCDC88B/IL15/FADD/HSPD1/ITGAM/TP53BP1	139
GO:0000045	autophagosome assembly	47/5381	114/18870	0.00236495061084364	0.0282012281010473	0.0225512326234575	ATG5/ATG4A/RAB43/WIPI1/ATG13/IFT20/ATG2A/BECN1/SNX18/MAP1LC3B2/PIP4K2A/RAB7A/ATG10/UBXN2A/SMCR8/TMEM41B/GABARAPL2/PHF23/SNX7/CTSD/EFNB1/MAP1LC3B/PACS2/GABARAPL1/LRBA/ULK1/PIK3C3/ATG12/VMP1/SNX30/SMURF1/MAP1LC3A/PIKFYVE/GABARAP/ATG2B/RAB19/SCFD1/FEZ1/MTMR3/TRAF6/RB1CC1/MOAP1/PINK1/RAB1A/ELAPOR1/MTM1/ATG101	47
GO:0030595	leukocyte chemotaxis	89/5381	240/18870	0.00236902784616409	0.0282012281010473	0.0225512326234575	VAV1/CSF1R/CKLF/LGMN/CXCL16/CCL24/FLT1/CCR1/PLEC/S100A14/PPIB/CMKLR1/CCL20/DAPK2/CSF3R/PREX1/ADAM8/FCER1G/SPI1/PIK3CD/C3AR1/F7/ADAM17/EDN2/LYST/PTPRO/RPS19/SBDS/NCKAP1L/ANXA1/ITGA9/IL16/PIP5K1C/CYP7B1/TNFSF14/VAV3/MIF/CXCL10/CCL23/CCL2/LYN/FPR2/F2RL1/RIN3/RAC2/SFTPD/PGF/TNFRSF11A/CSF1/MCU/S1PR1/CXCL12/C5/ARHGEF5/PDE4B/MPP1/IL17RA/JAML/PIK3CG/PIKFYVE/ZNF580/CREB3/SLC12A2/PTK2B/ALOX5/CXCR2/CXCL9/NEDD9/IL34/C1QBP/TMEM102/LGALS3/CCL22/GBF1/CH25H/WNK1/ADGRE2/SAA1/RIPOR2/PTK2/TAFA4/TNFSF11/SYK/CXCL11/TIRAP/C5AR2/CCL18/CXCL6/AKIRIN1	89
GO:1904874	positive regulation of telomerase RNA localization to Cajal body	10/5381	15/18870	0.00239784525154606	0.0284907204090829	0.0227827263852831	CCT4/NAF1/NOP10/CCT5/DKC1/CCT7/CCT6A/CCT3/CCT2/NHP2	10
GO:0034605	cellular response to heat	30/5381	66/18870	0.00247555001236253	0.0293589105398725	0.0234769783352575	HMOX1/CREBBP/PDCD6/HSP90AA1/PRKACA/EP300/TPR/GSK3B/CDKN1A/HSBP1/SLU7/DNAJC2/YWHAE/NF1/HIKESHI/DNAJC7/CXCL10/SUMO1/LYN/RBBP7/DAXX/ATM/HSP90AB1/HSF1/TRPV1/DNAJB6/HSBP1L1/TFEC/DNAJB1/HTRA2	30
GO:0045637	regulation of myeloid cell differentiation	80/5381	213/18870	0.00256394802959471	0.0302946398976142	0.0242252383168237	C1QC/ZFPM1/INPP5D/ZBTB46/ITPKB/CCR1/ARNT/RPTOR/ETS1/BRD1/CSF3R/CEBPB/PRXL2A/SPI1/PRKDC/HOXA5/TLR4/PTPN2/HIF1A/TGFB1/LDB1/NCKAP1L/UBASH3B/GPR137B/HMGB2/MAFB/NF1/ISG15/HAX1/ZNF16/HCLS1/RASSF2/B2M/CIB1/LILRB1/LYN/SKIC8/ACVR2A/CD4/TOB2/CAMK4/CSF1/GABPA/DCSTAMP/EVI2B/CNOT4/TREM2/SMAP1/PTK2B/RBM15/TAL1/PRKCA/NEDD9/RARA/CASP8/IL34/FSTL3/CTNNB1/HSF1/RUNX1/MYC/MAPK14/STAT1/MED1/TRAF6/ZFP36L1/FOS/PPARGC1B/TNFSF11/DLL1/H4C11/RCOR1/CDK6/RAB7B/RNF41/MEF2C/INHBA/MTURN/NOTCH2/FADD	80
GO:2001056	positive regulation of cysteine-type endopeptidase activity	52/5381	129/18870	0.00256401815650106	0.0302946398976142	0.0242252383168237	RPS27L/LGMN/HSPE1/CYCS/PDCD6/ROBO1/DAPK1/PDCD5/DLC1/CASP2/BAX/RPS3/HIP1/BBC3/EGLN3/LAPTM5/PDCD2/SMAD3/MEFV/BCAP31/ACER2/CTSD/CASP8AP2/PERP/DDX3X/ST20/AIM2/F2R/BAK1/CASP8/ANP32B/PYCARD/GPER1/GSN/NLRP3/NLRP12/MYC/GRAMD4/FAS/PPM1F/NLRC4/CARD9/JAK2/BCL2L13/SYK/ATP2A3/HTRA2/ACVR1C/CLEC7A/FADD/HSPD1/RACK1	52
GO:0000578	embryonic axis specification	21/5381	42/18870	0.00261726602614358	0.0308088210846975	0.0246364055014219	BASP1/SMAD6/FZD5/NRARP/SMAD4/RIPPLY1/PTCH1/TMED2/FRS2/TDRKH/TDRD1/COBL/PLD6/CTNNB1/CXXC4/TDRD7/EPB41L5/PCSK6/TASOR/C2CD3/CRIPTO	21
GO:0006904	vesicle docking involved in exocytosis	21/5381	42/18870	0.00261726602614358	0.0308088210846975	0.0246364055014219	RAB3D/EXOC6B/RAB8B/STX1B/PPFIA3/RAB8A/YKT6/VAMP3/CTBP2/VTI1B/EXOC8/PLEK/EXOC6/STXBP3/SNAP25/RAB13/CFTR/EXOC1/RAB3B/EXOC3/RABEPK	21
GO:0045947	negative regulation of translational initiation	13/5381	22/18870	0.00262803743916193	0.0308210390781712	0.0246461756721404	PAIP2/AGO2/TPR/GIGYF2/PAIP2B/LARP1/EIF4E2/EIF3E/FMR1/ZNF598/ATF4/EIF2AK4/EIF4EBP3	13
GO:0150105	protein localization to cell-cell junction	13/5381	22/18870	0.00262803743916193	0.0308210390781712	0.0246461756721404	ARHGEF18/CDH5/F11R/TJP2/ZDHHC7/JAK1/CGNL1/DLG5/ACTB/TJP1/PECAM1/MPP7/ILDR1	13
GO:2000573	positive regulation of DNA biosynthetic process	31/5381	69/18870	0.00264840153482152	0.031002452717236	0.0247912438642403	CCT4/NAF1/HSP90AA1/RFC4/PCNA/CHTF8/CCT5/USP1/DKC1/CCT7/CCT6A/CCNA2/CCT3/FGFR4/AURKB/RFC2/CCT2/ATM/HSP90AB1/PTK2B/TNKS2/CTNNB1/NEK2/MYC/NFATC1/FGF2/PTGES3/TNKS/PDGFRB/PNKP/WRAP53	31
GO:0010906	regulation of glucose metabolic process	43/5381	103/18870	0.00267224374212957	0.0311663344731244	0.024922292611002	SELENOS/FOXK1/MTCL2/ACACB/SORBS1/PRKACA/MIDN/EP300/TCF7L2/PTPN2/OGT/GPLD1/USP7/IRS1/TP53/PPP1R3G/ARPP19/GNMT/PDK3/GPT2/NCOA2/PPARA/IGF1/PPARGC1A/LCMT1/NNMT/RORA/DYRK2/DUSP12/IGF2/PDK1/IGFBP4/ZNF692/RANBP2/LEPR/PPP1R3E/ADCY10/ZMPSTE24/IGFBP3/ADIPOR1/RORC/NR3C1/SDHAF3	43
GO:1901655	cellular response to ketone	43/5381	103/18870	0.00267224374212957	0.0311663344731244	0.024922292611002	RWDD1/AKAP8/ACE/XRN1/SP1/ROCK2/IGF1R/PCK2/PRKAA1/PARK7/CFLAR/KLF2/P2RY6/ASS1/FECH/GNG2/SPP1/CDK4/LARP1/TRERF1/TFAP4/MAP4K1/PTGDR/ADCY5/GJB2/AQP1/PTGFR/AKR1C3/PTGER4/ATP5F1A/SRD5A1/AXIN2/NCF1/CFTR/PRKD1/FOS/PRKAA2/JAK2/GOLPH3/NR3C1/UGT3A2/SERPINF1/SGK1	43
GO:0043543	protein acylation	58/5381	147/18870	0.00269699220360854	0.031397153723259	0.0251068682112242	NFYC/EP400/SELENOK/CREBBP/KAT6A/KANSL2/EP300/HAT1/GSK3B/PRKAA1/TAF9/NAA20/PARK7/GTF2B/ZDHHC7/ERCC6/AUTS2/BLOC1S1/NAA10/NFYB/ZDHHC8/DIP2A/MSL1/HINT2/CEP295/ZDHHC2/NMT2/PPARGC1A/MYBBP1A/MORF4L2/SOX4/MSL3/CDYL/DDX3X/BAG6/GLUL/ZDHHC24/KAT14/DDX21/NAA80/TADA2A/YEATS2/KLF15/FLCN/HHAT/ACTL6A/NAT8/PML/ZDHHC3/NAA50/KANSL3/KAT5/DEK/SMARCA5/PRKAA2/YEATS4/ZDHHC16/SUPT3H	58
GO:0010896	regulation of triglyceride catabolic process	9/5381	13/18870	0.00273358876314668	0.0314730812975794	0.0251675840206528	APOC2/GPLD1/PNPLA2/APOC3/FGF21/PIK3CG/SORL1/ABHD5/AADAC	9
GO:0034086	maintenance of sister chromatid cohesion	9/5381	13/18870	0.00273358876314668	0.0314730812975794	0.0251675840206528	MACROH2A1/NAA10/SLF1/SMC5/BUB1/MAU2/TNKS/SLF2/NSMCE2	9
GO:0034088	maintenance of mitotic sister chromatid cohesion	9/5381	13/18870	0.00273358876314668	0.0314730812975794	0.0251675840206528	MACROH2A1/NAA10/SLF1/SMC5/BUB1/MAU2/TNKS/SLF2/NSMCE2	9
GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	9/5381	13/18870	0.00273358876314668	0.0314730812975794	0.0251675840206528	CSF1R/PDE2A/TLR4/PTPN2/PDE1B/CSF1/DCSTAMP/TREM2/FER	9
GO:1903377	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	9/5381	13/18870	0.00273358876314668	0.0314730812975794	0.0251675840206528	NONO/HIF1A/PARK7/ATF4/CTNNB1/FBXO7/PINK1/FZD1/PYCR1	9
GO:1905907	negative regulation of amyloid fibril formation	9/5381	13/18870	0.00273358876314668	0.0314730812975794	0.0251675840206528	PFDN6/PFDN4/PFDN5/VBP1/PFDN1/CRYAB/TREM2/LDLR/APOE	9
GO:1990823	response to leukemia inhibitory factor	44/5381	106/18870	0.00273875548841205	0.0314730812975794	0.0251675840206528	NRP2/MRPL15/HK2/EEF1E1/MRAS/NEFH/SBNO2/UBXN2A/NFYB/SYNGR1/PDCD10/NUP35/HELLS/JARID2/CTBP2/NR5A2/KDM5B/SRSF3/HNRNPU/MYBL2/SHMT1/MYNN/EPS8/ABCD4/ICAM1/PML/TLE4/EXT1/BSPRY/ILDR1/SMARCA5/NCL/TNFSF11/FZD4/POLR1F/B3GNT2/PRDM5/BCLAF1/EIF4A2/SRM/MTF2/SRSF7/RFX2/RIF1	44
